dest,source 
"146908 : Theo Sở giao_dịch chứng_khoán TP HCM , hồi tháng 11 vừa_qua Sở đã nhận được báo_cáo tài_chính tổng_hợp quý III của Công_ty cổ_phần hàng_hải Đông_Đô ( mã DDM )",",146908,Theo,Sở,giao_dịch,chứng_khoán,TP,HCM,hồi,11,Sở,báo_cáo,tài_chính,tổng_hợp,quý,III,Công_ty,cổ_phần,hàng_hải,Đông_Đô,mã,DDM"
"147954 : Sáng nay , ngày 11 / 12 , Trung_tâm lưu ký chứng_khoán Việt_Nam , chi_nhánh thành_phố Hồ_Chí_Minh ( CNVSD ) thông_báo về ngày đăng_ký cuối_cùng trả cổ_tức của Công_ty cổ_phần tổng_hợp gỗ Tân_Mai ( TMW )",",147954,Sáng,11,12,Trung_tâm,lưu,ký,chứng_khoán,Việt_Nam,chi_nhánh,thành_phố,Hồ_Chí_Minh,CNVSD,thông_báo,đăng_ký,cổ_tức,Công_ty,cổ_phần,tổng_hợp,gỗ,Tân_Mai,TMW"
"149326 : Sở Giao_dịch Chứng_khoán TP HCM công_bố thông_tin về việc thanh_toán cổ_tức năm 2011 diễn ra tại Tổng_công_ty tài_chính cổ_phần Dầu_khí Việt_Nam ( PVFC , mã : PVF )",",149326,Sở,Giao_dịch,Chứng_khoán,TP,HCM,công_bố,thông_tin,thanh_toán,cổ_tức,2011,diễn,Tổng_công_ty,tài_chính,cổ_phần,Dầu_khí,Việt_Nam,PVFC,mã,PVF"
156560 : Sở Giao_dịch Chứng_khoán TP HCM cho biết cổ_phiếu KBC của Tổng_công_ty cổ_phần Phát_triển Đô_thị Kinh_Bắc sẽ bị đưa vào diện cảnh_báo từ ngày 2 / 4,",156560,Sở,Giao_dịch,Chứng_khoán,TP,HCM,cổ_phiếu,KBC,Tổng_công_ty,cổ_phần,Phát_triển,Đô_thị,Kinh_Bắc,diện,cảnh_báo,2,4"
160112 : Phó_Tổng_giám_đốc Sở Giao_dịch chứng_khoán TP HCM ( HSX ) - Trần Anh_Đào vừa ký văn_bản gửi Công_ty Cổ_phần Chế_biến thủy_sản Cà_Mau ( Camimex - Mã CK : CMX ) nhắc_nhở việc chậm công_bố thông_tin,",160112,Phó_Tổng_giám_đốc,Sở,Giao_dịch,chứng_khoán,TP,HCM,HSX,Trần,Anh_Đào,ký,văn_bản,gửi,Công_ty,Cổ_phần,Chế_biến,thủy_sản,Cà_Mau,Camimex,Mã,CK,CMX,nhắc_nhở,chậm,công_bố,thông_tin"
"165258 : Theo thông_báo từ Sở giao_dịch Chứng_khoán Hà_Nội ( HNX ) , từ ngày 20 / 9 cổ_phiếu của Ngân_hàng Thương_mại cổ_phần Nam_Việt ( Mã CK : NVB ) sẽ bị đưa vào diện cảnh_báo",",165258,Theo,thông_báo,Sở,giao_dịch,Chứng_khoán,Hà_Nội,HNX,20,9,cổ_phiếu,Ngân_hàng,Thương_mại,cổ_phần,Nam_Việt,Mã,CK,NVB,diện,cảnh_báo"
"171238 : Công_ty cổ_phần Chứng_khoán Sài_Gòn – Hà_Nội ( SHS ) vừa công_bố phán_quyết của tòa_án về vụ kiện giữa đơn_vị này và Công_ty Ôtô Giải_phóng ( GMC , Mã CK : GGG )",",171238,Công_ty,cổ_phần,Chứng_khoán,Sài_Gòn,–,Hà_Nội,SHS,công_bố,phán_quyết,tòa_án,vụ,kiện,Công_ty,Ôtô,Giải_phóng,GMC,Mã,CK,GGG"
191936 : Công_ty cổ_phần Chứng_khoán Công_nghiệp Việt_Nam ( ISC ) vừa công_bố thông_tin giải_thể tự_nguyện sau khi đề_nghị này được gửi lên Uỷ_ban Chứng_khoán Nhà_nước vào cuối tháng trước,",191936,Công_ty,cổ_phần,Chứng_khoán,Công_nghiệp,Việt_Nam,ISC,công_bố,thông_tin,giải_thể,tự_nguyện,đề_nghị,gửi,Uỷ_ban,Chứng_khoán,Nhà_nước"
"NHÓM 1 - 12 2188 : Thay vào việc phát_hành thêm cổ_phiếu , Hội_đồng quản_trị công_ty thống_nhất sẽ vay tín_dụng ngân_hàng để thanh_toán hợp_đồng nhập_khẩu 3 cần_cẩu trục cố_định của Đức , trị_giá hơn 14,3 tỷ đồng",",NHÓM,1,12,2188,Thay,phát_hành,cổ_phiếu,Hội_đồng,quản_trị,công_ty,thống_nhất,vay,tín_dụng,ngân_hàng,thanh_toán,hợp_đồng,nhập_khẩu,3,cần_cẩu,trục,cố_định,Đức,trị_giá,143,tỷ,đồng"
25645 : Đáng chú_ý là để bảo_đảm cho thành_công của đợt bảo_lãnh phát_hành VFM ( công_ty quản_lý VF1 ) đã ký hợp_đồng bảo_lãnh phát_hành với Công_ty chứng_khoán Bảo_Việt,",25645,Đáng,chú_ý,bảo_đảm,thành_công,đợt,bảo_lãnh,phát_hành,VFM,công_ty,quản_lý,VF1,ký,hợp_đồng,bảo_lãnh,phát_hành,Công_ty,chứng_khoán,Bảo_Việt"
"31988 : Vị thành_viên thường_trực Hội_đồng quản_trị này giải_thích , theo nghị_quyết của Đại_hội_đồng cổ_đông thì ACB sẽ phát_hành 3",",31988,Vị,thành_viên,thường_trực,Hội_đồng,quản_trị,giải_thích,nghị_quyết,Đại_hội_đồng,cổ_đông,ACB,phát_hành,3"
000 tỷ đồng trái_phiếu chuyển_đổi trong năm 2007 và đã phát_hành 1,",000,tỷ,đồng,trái_phiếu,chuyển_đổi,2007,phát_hành,1"
650 tỷ đồng,",650,tỷ,đồng"
"84236 : Về vấn_đề bán trái_phiếu chuyển_đổi cho Temasek_Holdings , Chủ_tịch Hội_đồng quản_trị của HAGL cho biết đối_tác Singapore vừa hoàn_tất thủ_tục chuyển tiền cho HAGL trong ngày 31 / 8",",84236,Về,trái_phiếu,chuyển_đổi,Temasek_Holdings,Chủ_tịch,Hội_đồng,quản_trị,HAGL,đối_tác,Singapore,hoàn_tất,thủ_tục,tiền,HAGL,31,8"
"98472 : Ngoài_ra , FPT sẽ từng bước_tiến_hành hợp_nhất FPT Telecom thông_qua phát_hành cổ_phần hoán_đổi hoặc trả một phần bằng tiền_mặt "" , Tổng_giám_đốc FPT - Trương_Đình Anh chia_sẻ",",98472,Ngoài_ra,FPT,bước_tiến_hành,hợp_nhất,FPT,Telecom,thông_qua,phát_hành,cổ_phần,hoán_đổi,tiền_mặt,Tổng_giám_đốc,FPT,Trương_Đình,Anh"
119618 : Hội_đồng quản_trị SIC cũng xin ý_kiến về việc vay Ngân_hàng Hàng_Hải Việt_Nam ( Maritime_Bank ) số tiền 280 tỷ đồng để cơ_cấu lại tài_chính và hoạt_động_sản_xuất kinh_doanh,",119618,Hội_đồng,quản_trị,SIC,ý_kiến,vay,Ngân_hàng,Hàng_Hải,Việt_Nam,Maritime_Bank,tiền,280,tỷ,đồng,cơ_cấu,tài_chính,hoạt_động_sản_xuất,kinh_doanh"
"128566 : Ngày 13 / 3 , toàn_bộ dư_nợ của 9 khách_hàng tại BIDV chi_nhánh Hai Bà Trưng được TAS ký nhận nợ và sẽ hoàn_trả trong 12 tháng theo hợp_đồng số 01 / 2012 / HĐ BIDV",",128566,Ngày,13,3,toàn_bộ,dư_nợ,9,khách_hàng,BIDV,chi_nhánh,Hai,Bà,Trưng,TAS,ký,nợ,hoàn_trả,12,hợp_đồng,01,2012,HĐ,BIDV"
"130486 : Ông Johan_Nyeve , Tổng_giám_đốc HSC trả_lời cơ_quan truyền_thông rằng , lợi_nhuận của công_ty chủ_yếu đến từ việc kinh_doanh nguồn vốn chủ sở_hữu trên 2",",130486,Ông,Johan_Nyeve,Tổng_giám_đốc,HSC,trả_lời,cơ_quan,truyền_thông,lợi_nhuận,công_ty,chủ_yếu,kinh_doanh,vốn,chủ,sở_hữu,2"
000 tỷ đồng,",000,tỷ,đồng"
"135497 : Ông Đỗ_Văn_Trắc , Tổng_Giám_đốc Sacom cho biết , ông chưa rõ phần tài_sản tương_ứng với khoản vốn góp 280 tỷ đồng được nhận về là tiền_mặt hay có cổ_phiếu",",135497,Ông,Đỗ_Văn_Trắc,Tổng_Giám_đốc,Sacom,tài_sản,tương_ứng,khoản,vốn,góp,280,tỷ,đồng,tiền_mặt,cổ_phiếu"
"149140 : Các cổ_đông và Hội_đồng quản_trị cùng đồng_tình với đề_nghị này , ông Quang đề_xuất trích từ quỹ đầu_tư phát_triển ( khoảng 40 tỷ đồng ) để mua 1 triệu cổ_phiếu quỹ",",149140,Các,cổ_đông,Hội_đồng,quản_trị,đồng_tình,đề_nghị,Quang,đề_xuất,trích,quỹ,đầu_tư,phát_triển,40,tỷ,đồng,mua,1,triệu,cổ_phiếu,quỹ"
"161229 : Ngoài_ra , công_ty dự_kiến dành 5 % cho quỹ dự_phòng tài_chính , 5 % vào quỹ dự_trữ bổ_sung vốn điều_lệ , 1 % cho thù_lao hội_đồng quản_trị và ban kiểm_soát ( tương_đương hơn 600 triệu đồng )",",161229,Ngoài_ra,công_ty,dự_kiến,5,quỹ,dự_phòng,tài_chính,5,quỹ,dự_trữ,bổ_sung,vốn,điều_lệ,1,thù_lao,hội_đồng,quản_trị,ban,kiểm_soát,tương_đương,600,triệu,đồng"
"162592 : “ Tổng_giá_trị thiệt_hại đã gây cho SaigonTel bao_gồm tiền lãi ngân_hàng , lãi phạt tính từ thời_điểm công_ty và Tổng_công_ty Phát_triển Đô_thị Kinh_Bắc chuyển tiền",",162592,“,Tổng_giá_trị,thiệt_hại,SaigonTel,bao_gồm,tiền,lãi,ngân_hàng,lãi,phạt,công_ty,Tổng_công_ty,Phát_triển,Đô_thị,Kinh_Bắc,tiền"
167338 : Tập_đoàn Vingroup ( Mã CK : VIC ) cho biết vừa phát_hành thành_công 200 triệu USD trái_phiếu doanh_nghiệp ra quốc_tế với thời_hạn 4 - 5 năm và không có tài_sản đảm_bảo,",167338,Tập_đoàn,Vingroup,Mã,CK,VIC,phát_hành,thành_công,200,triệu,USD,trái_phiếu,doanh_nghiệp,quốc_tế,thời_hạn,4,5,tài_sản"
"175436 : Đồng_thời , HSC cũng chi hơn 3 tỷ đồng để trả lương cho các thành_viên HĐQT và ban tổng_giám_đốc , đã bao_gồm thuế và các khoản bảo_hiểm bắt_buộc",",175436,Đồng_thời,HSC,chi,3,tỷ,đồng,lương,thành_viên,HĐQT,ban,tổng_giám_đốc,bao_gồm,thuế,khoản,bảo_hiểm,bắt_buộc"
"175932 : Cuối_cùng , để chiều lòng các nhà đầu_tư , hội_đồng quản_trị đã đề_xuất mức cổ_tức 15 % , trích từ nguồn lợi_nhuận 120 tỷ đồng của công_ty_con là Minh_Phú_Hậu_Giang",",175932,Cuối_cùng,chiều,đầu_tư,hội_đồng,quản_trị,đề_xuất,cổ_tức,15,trích,lợi_nhuận,120,tỷ,đồng,công_ty_con,Minh_Phú_Hậu_Giang"
175980 : HĐQT VNDirect vừa trình cổ_đông phương_án phát_hành 500 tỷ đồng trái_phiếu tăng vốn điều_lệ để dễ thực_hiện mua_bán sáp_nhập với các công_ty chứng_khoán khác trên thị_trường,",175980,HĐQT,VNDirect,trình,cổ_đông,phương_án,phát_hành,500,tỷ,đồng,trái_phiếu,vốn,điều_lệ,mua_bán,sáp_nhập,công_ty,chứng_khoán,thị_trường"
"177925 : Doanh_nghiệp này cũng dự_kiến sẽ trích 2 % từ lãi sau thuế 2014 ( tương_đương 1,4 tỷ đồng ) để làm thù_lao và thưởng cho các thành_viên hội_đồng quản_trị , ban kiểm_soát",",177925,Doanh_nghiệp,dự_kiến,trích,2,lãi,thuế,2014,tương_đương,14,tỷ,đồng,thù_lao,thưởng,thành_viên,hội_đồng,quản_trị,ban,kiểm_soát"
"178734 : Trao_đổi với VnExpress , đại_diện Tập_đoàn Đại_Dương ( Ocean_Group , Mã CK : OGC ) vừa chia_sẻ có_thể đơn_vị này sẽ không phát_hành 980 tỷ đồng trái_phiếu và tìm_kiếm nguồn vốn khác thay_thế",",178734,Trao_đổi,VnExpress,đại_diện,Tập_đoàn,Đại_Dương,Ocean_Group,Mã,CK,OGC,phát_hành,980,tỷ,đồng,trái_phiếu,tìm_kiếm,vốn,thay_thế"
"197210 : Do đó , việc phát_hành trái_phiếu là phương_án tốt nhất để tăng nguồn vốn trong điều_kiện hiện_tại "" , ông Tô_Hải , Tổng_giám_đốc VCSC , viết trong bản kế_hoạch",",197210,Do,phát_hành,trái_phiếu,phương_án,vốn,Tô_Hải,Tổng_giám_đốc,VCSC,viết,kế_hoạch"
"198066 : Trước đó , ban lãnh_đạo công_ty cũng duyệt đề_xuất trích 42 tỷ đồng từ quỹ đầu_tư phát_triển để mua nhà làm văn_phòng và nhà_kho cho chi_nhánh Biên_Hoà , Tây_Nguyên",",198066,Trước,ban,lãnh_đạo,công_ty,duyệt,đề_xuất,trích,42,tỷ,đồng,quỹ,đầu_tư,phát_triển,mua,văn_phòng,nhà_kho,chi_nhánh,Biên_Hoà,Tây_Nguyên"
"NHÓM 1 - 13 8048 : Hôm_nay , Trung_tâm Giao_dịch chứng_khoán TP HCM cho biết , một_số thành_viên Hội_đồng quản_trị Công_ty cổ_phần Nhựa Đà_Nẵng ( DPC ) đăng_ký mua 4 vạn cổ_phiếu của chính công_ty này",",NHÓM,1,13,8048,Hôm_nay,Trung_tâm,Giao_dịch,chứng_khoán,TP,HCM,thành_viên,Hội_đồng,quản_trị,Công_ty,cổ_phần,Nhựa,Đà_Nẵng,DPC,đăng_ký,mua,4,vạn,cổ_phiếu,công_ty"
"17088 : Ngày 19 / 7 , Ủy_ban chứng_khoán Nhà_nước ( UBCKNN ) đã cấp phép niêm_yết cho Công_ty cổ_phần Gạch_men Thanh_Thanh ( TTC ) có trụ_sở_tại Khu công_nghiệp Biên_Hòa 1 ( Đồng_Nai ) , với 4 triệu cổ_phiếu phổ_thông ( mệnh_giá 10",",17088,Ngày,19,7,Ủy_ban,chứng_khoán,Nhà_nước,UBCKNN,phép,niêm_yết,Công_ty,cổ_phần,Gạch_men,Thanh_Thanh,TTC,trụ_sở_tại,Khu,công_nghiệp,Biên_Hòa,1,Đồng_Nai,4,triệu,cổ_phiếu,phổ_thông,mệnh_giá,10"
000 đồng ),",000,đồng"
77559 : Cổ_phiếu OGC của Công_ty cổ_phần tập_đoàn Đại_Dương vừa_mới được Sở giao_dịch chứng_khoán TP HCM chấp_thuận niêm_yết về mặt nguyên_tắc và dự_kiến chào sàn vào tháng 5,",77559,Cổ_phiếu,OGC,Công_ty,cổ_phần,tập_đoàn,Đại_Dương,Sở,giao_dịch,chứng_khoán,TP,HCM,chấp_thuận,niêm_yết,mặt,nguyên_tắc,dự_kiến,chào,sàn,5"
82776 : Sở Giao_dịch Chứng_khoán Hà_Nội ( HNX ) ngày 16 / 7 đã nhận được đăng_ký chào_bán trên một triệu cổ_phiếu DHT của Công_ty Dược Hà_Tây từ phía cổ_đông lớn là Công_ty Dược Viễn_Đông,",82776,Sở,Giao_dịch,Chứng_khoán,Hà_Nội,HNX,16,7,đăng_ký,chào_bán,triệu,cổ_phiếu,DHT,Công_ty,Dược,Hà_Tây,cổ_đông,Công_ty,Dược,Viễn_Đông"
"83874 : Hoạt_động chính trong các lĩnh_vực bất_động_sản , thủy_điện , cao_su , chế_biến gỗ , Công_ty cổ_phần Quốc_Cường Gia_Lai niêm_yết trên sàn TP HCM hôm 9 / 8 với giá chào sàn 48",",83874,Hoạt_động,lĩnh_vực,bất_động_sản,thủy_điện,cao_su,chế_biến,gỗ,Công_ty,cổ_phần,Quốc_Cường,Gia_Lai,niêm_yết,sàn,TP,HCM,hôm,9,8,giá,chào,sàn,48"
000 đồng,",000,đồng"
"105482 : Kể từ ngày 13 / 7 , hai cổ_phiếu của Công_ty cổ_phần Sông Đà 6",",105482,Kể,13,7,hai,cổ_phiếu,Công_ty,cổ_phần,Sông,Đà,6"
06 và S64 của Công_ty cổ_phần Sông Đà 6,",06,S64,Công_ty,cổ_phần,Sông,Đà,6"
04 sẽ huỷ niêm_yết trên sàn để sáp_nhập với Công_ty cổ_phần Sông Đà 6,",04,huỷ,niêm_yết,sàn,sáp_nhập,Công_ty,cổ_phần,Sông,Đà,6"
"108594 : Ngày 11 / 7 , Sở giao_dịch chứng_khoán TP HCM ( HOSE ) đã có quyết_định chấp_thuận niêm_yết 16 triệu cổ_phiếu Công_ty cổ_phần thương_mại và khai_thác khoáng_sản Dương Hiếu ( DH JSC , mã DHM )",",108594,Ngày,11,7,Sở,giao_dịch,chứng_khoán,TP,HCM,HOSE,quyết_định,chấp_thuận,niêm_yết,16,triệu,cổ_phiếu,Công_ty,cổ_phần,thương_mại,khai_thác,khoáng_sản,Dương,Hiếu,DH,JSC,mã,DHM"
109321 : Sở giao_dịch chứng_khoán TP HCM ( HOSE ) vừa thông_báo kết_quả giao_dịch cổ_phiếu của cổ_đông lớn thuộc Công_ty cổ_phần kho vận giao_nhận ngoại_thương TP HCM ( mã TMS ),",109321,Sở,giao_dịch,chứng_khoán,TP,HCM,HOSE,thông_báo,kết_quả,giao_dịch,cổ_phiếu,cổ_đông,Công_ty,cổ_phần,kho,vận,giao_nhận,ngoại_thương,TP,HCM,mã,TMS"
115430 : Sở giao_dịch chứng_khoán TP HCM thông_báo về việc thanh_toán cổ_tức của Công_ty cổ_phần Xuất_nhập_khẩu Khánh_Hội ( KHA ) đối_với cổ_đông đã lưu ký tại Công_ty cổ_phần chứng_khoán SME ( SME ),",115430,Sở,giao_dịch,chứng_khoán,TP,HCM,thông_báo,thanh_toán,cổ_tức,Công_ty,cổ_phần,Xuất_nhập_khẩu,Khánh_Hội,KHA,cổ_đông,lưu,ký,Công_ty,cổ_phần,chứng_khoán,SME,SME"
"121391 : Cùng ngày , Chi_nhánh TP HCM của Công_ty cổ_phần Chứng_khoán Ngân_hàng thương_mại cổ_phần Nhà Hà_Nội được đổi tên thành Công_ty cổ_phần Chứng_khoán SHB – Chi_nhánh TP HCM",",121391,Cùng,Chi_nhánh,TP,HCM,Công_ty,cổ_phần,Chứng_khoán,Ngân_hàng,thương_mại,cổ_phần,Nhà,Hà_Nội,đổi,thành,Công_ty,cổ_phần,Chứng_khoán,SHB,–,Chi_nhánh,TP,HCM"
"123457 : Mới_đây , Sở giao_dịch chứng_khoán TP HCM ( HOSE ) đã chấp_thuận niêm_yết cho Công_ty cổ_phần luyện_kim Phú_Thịnh ( mã PTK ) và Công_ty cổ_phần xuất nhập_khẩu An_Giang ( mã AGM )",",123457,Mới_đây,Sở,giao_dịch,chứng_khoán,TP,HCM,HOSE,chấp_thuận,niêm_yết,Công_ty,cổ_phần,luyện_kim,Phú_Thịnh,mã,PTK,Công_ty,cổ_phần,xuất,nhập_khẩu,An_Giang,mã,AGM"
"126868 : Theo kế_hoạch , Sở Giao_dịch chứng_khoán Hà_Nội sẽ tổ_chức phiên_đấu_giá bán cổ_phần của Tập_đoàn Công_nghiệp Than – Khoáng_sản Việt_Nam ( Vinacomin ) tại Công_ty cổ_phần Bảo_hiểm SHB - Vinacomin vào ngày 3 / 10",",126868,Theo,kế_hoạch,Sở,Giao_dịch,chứng_khoán,Hà_Nội,tổ_chức,phiên_đấu_giá,cổ_phần,Tập_đoàn,Công_nghiệp,Than,–,Khoáng_sản,Việt_Nam,Vinacomin,Công_ty,cổ_phần,Bảo_hiểm,SHB,Vinacomin,3,10"
"126871 : Vì_vậy , Sở Giao_dịch chứng_khoán Hà_Nội thông_báo không tổ_chức phiên_đấu_giá bán cổ_phần của Tập_đoàn Công_nghiệp Than – Khoáng_sản Việt_Nam ( Vinacomin ) tại Công_ty cổ_phần Bảo_hiểm SHB - Vinacomin vào ngày 3 / 10",",126871,Vì_vậy,Sở,Giao_dịch,chứng_khoán,Hà_Nội,thông_báo,tổ_chức,phiên_đấu_giá,cổ_phần,Tập_đoàn,Công_nghiệp,Than,–,Khoáng_sản,Việt_Nam,Vinacomin,Công_ty,cổ_phần,Bảo_hiểm,SHB,Vinacomin,3,10"
"131992 : Mới_đây , Sở giao_dịch chứng_khoán TP HCM ( HOSE ) thông_báo về quyết_định hủy niêm_yết tự_nguyện toàn_bộ cổ_phiếu đang niêm_yết của Công_ty cổ_phần Gò_Đàng ( AGD ) tại đại_hội bất_thường_ngày 5 / 10",",131992,Mới_đây,Sở,giao_dịch,chứng_khoán,TP,HCM,HOSE,thông_báo,quyết_định,hủy,niêm_yết,tự_nguyện,toàn_bộ,cổ_phiếu,niêm_yết,Công_ty,cổ_phần,Gò_Đàng,AGD,đại_hội,bất_thường_ngày,5,10"
"132483 : Sở Giao_dịch Chứng_khoán Hà_Nội_công_bố kết_quả giao_dịch giữa Công_ty cổ_phần Cơ_khí và khoáng_sản Hà_Giang ( HGM ) và Công_ty cổ_phần Chứng_khoán Ngân_hàng Đầu_tư và Phát_triển Việt_Nam ( Chứng_khoán BIDV , mã : BSI )",",132483,Sở,Giao_dịch,Chứng_khoán,Hà_Nội_công_bố,kết_quả,giao_dịch,Công_ty,cổ_phần,Cơ_khí,khoáng_sản,Hà_Giang,HGM,Công_ty,cổ_phần,Chứng_khoán,Ngân_hàng,Đầu_tư,Phát_triển,Việt_Nam,Chứng_khoán,BIDV,mã,BSI"
"161237 : Theo thông_báo từ Sở giao_dịch chứng_khoán TP HCM ( HOSE ) , tổ_chức Deutsche Bank AG đã mua 2,18 triệu cổ_phiếu CSM của Công_ty cổ_phần Công_nghiệp Cao_su Việt_Nam vào hôm 21 / 6",",161237,Theo,thông_báo,Sở,giao_dịch,chứng_khoán,TP,HCM,HOSE,tổ_chức,Deutsche,Bank,AG,mua,218,triệu,cổ_phiếu,CSM,Công_ty,cổ_phần,Công_nghiệp,Cao_su,Việt_Nam,hôm,21,6"
165372 : Sở Giao_dịch Chứng_khoán Hà_Nội vừa công_bố tỷ_lệ sở_hữu mới của một quỹ ngoại có tên Intereffek Investment Funds_N,",165372,Sở,Giao_dịch,Chứng_khoán,Hà_Nội,công_bố,tỷ_lệ,sở_hữu,quỹ,ngoại,Intereffek,Investment,Funds_N"
"V tại Công_ty cổ_phần Sữa Hà_Nội ( Hanoimilk , Mã CK : HNM )",",V,Công_ty,cổ_phần,Sữa,Hà_Nội,Hanoimilk,Mã,CK,HNM"
"171864 : Sở Giao_dịch Chứng_khoán vừa cập_nhật danh_sách VN30 , trong đó thay_thế cổ_phiếu SBT của Mía đường Thành Thành_Công Tây_Ninh bằng ITA của Công_ty cổ_phần Đầu_tư Công_nghiệp Tân_Tạo",",171864,Sở,Giao_dịch,Chứng_khoán,cập_nhật,danh_sách,VN30,thay_thế,cổ_phiếu,SBT,Mía,đường,Thành,Thành_Công,Tây_Ninh,ITA,Công_ty,cổ_phần,Đầu_tư,Công_nghiệp,Tân_Tạo"
"172394 : Theo tin từ Sở Giao_dịch chứng_khoán TP HCM ( HoSE ) , ngày 23 / 1 , Công_ty TNHH Firstland đã hoàn_tất giao_dịch mua hơn 4,25 triệu cổ_phiếu của Tổng_Công_ty Cổ_phần Bảo_Minh ( Mã CK : BMI )",",172394,Theo,Sở,Giao_dịch,chứng_khoán,TP,HCM,HoSE,23,1,Công_ty,TNHH,Firstland,hoàn_tất,giao_dịch,mua,425,triệu,cổ_phiếu,Tổng_Công_ty,Cổ_phần,Bảo_Minh,Mã,CK,BMI"
"173052 : Theo tin từ Sở giao_dịch chứng_khoán TP HCM , Công_ty Cổ_phần Saisan ( Nhật_Bản ) vừa mua thành_công hơn 2,7 triệu cổ_phiếu của Công_ty Cổ_phần Tập_đoàn Dầu_khí An Pha ( Mã CK : ASP )",",173052,Theo,Sở,giao_dịch,chứng_khoán,TP,HCM,Công_ty,Cổ_phần,Saisan,Nhật_Bản,mua,thành_công,27,triệu,cổ_phiếu,Công_ty,Cổ_phần,Tập_đoàn,Dầu_khí,An,Pha,Mã,CK,ASP"
173520 : Sở Giao_dịch Chứng_khoán TP HCM vừa công_bố quyết_định rao bán 585,",173520,Sở,Giao_dịch,Chứng_khoán,TP,HCM,công_bố,quyết_định,rao,585"
570 cổ_phiếu BMI tại Công_ty cổ_phần Bảo_Minh của Tập_đoàn Bưu_chính Viễn_thông Việt_Nam ( VNPT ) trong thời_gian từ 20 / 2 đến 21 / 3,",570,cổ_phiếu,BMI,Công_ty,cổ_phần,Bảo_Minh,Tập_đoàn,Bưu_chính,Viễn_thông,Việt_Nam,VNPT,20,2,21,3"
"174324 : Sở Giao_dịch Chứng_khoán Hà_Nội cho biết , Tổng_công_ty Xây_dựng Công_trình Giao_thông 1 ( Cienco 1 ) vừa chào_bán đấu_giá xong 16,1 triệu cổ_phần lần đầu ra_công_chúng ( IPO ) và thu về hơn 161 tỷ đồng",",174324,Sở,Giao_dịch,Chứng_khoán,Hà_Nội,Tổng_công_ty,Xây_dựng,Công_trình,Giao_thông,1,Cienco,1,chào_bán,đấu_giá,xong,161,triệu,cổ_phần,đầu,ra_công_chúng,IPO,thu,161,tỷ,đồng"
176977 : Sở Giao_dịch Chứng_khoán TP HCM vừa công_bố đăng_ký giao_dịch của Công_ty TNHH MTV Đầu_tư SCIC ( SIC ) đối_với cổ_phiếu do Công_ty cổ_phần Sữa Việt_Nam ( Vinamilk ) niêm_yết,",176977,Sở,Giao_dịch,Chứng_khoán,TP,HCM,công_bố,đăng_ký,giao_dịch,Công_ty,TNHH,MTV,Đầu_tư,SCIC,SIC,cổ_phiếu,Công_ty,cổ_phần,Sữa,Việt_Nam,Vinamilk,niêm_yết"
178814 : Công_ty cổ_phần Quốc_tế Sơn_Hà ( Mã CK : SHI ) vừa công_bố kết_quả giao_dịch giữa một cổ_đông lớn là Ngân_hàng cổ_phần TP HCM ( HDBank ) và cổ_phiếu SHI do doanh_nghiệp niêm_yết,",178814,Công_ty,cổ_phần,Quốc_tế,Sơn_Hà,Mã,CK,SHI,công_bố,kết_quả,giao_dịch,cổ_đông,Ngân_hàng,cổ_phần,TP,HCM,HDBank,cổ_phiếu,SHI,doanh_nghiệp,niêm_yết"
"189286 : Sở Giao_dịch Chứng_khoán Hà_Nội vừa quyết_định chấp_thuận đăng_ký giao_dịch 4,8 triệu cổ_phiếu của Công_ty cổ_phần Lương_thực Thực_phẩm Colusa – Miliket trên sàn UpCOM với mã CMN",",189286,Sở,Giao_dịch,Chứng_khoán,Hà_Nội,quyết_định,chấp_thuận,đăng_ký,giao_dịch,48,triệu,cổ_phiếu,Công_ty,cổ_phần,Lương_thực,Thực_phẩm,Colusa,–,Miliket,sàn,UpCOM,mã,CMN"
"191412 : Sở Giao_dịch chứng_khoán TP HCM vừa chấp_thuận cho Tổng_công_ty cổ_phần Thiết_bị điện Việt_Nam ( Gelex , mã CK : GEX ) niêm_yết toàn_bộ 266,8 triệu cổ_phiếu trên sàn HoSE",",191412,Sở,Giao_dịch,chứng_khoán,TP,HCM,chấp_thuận,Tổng_công_ty,cổ_phần,Thiết_bị,điện,Việt_Nam,Gelex,mã,CK,GEX,niêm_yết,toàn_bộ,2668,triệu,cổ_phiếu,sàn,HoSE"
191741 : Sở giao_dịch chứng_khoán Hà_Nội ( HNX ) đã ra thông_báo về việc đăng_ký làm đại_lý đấu_giá và thời_gian đấu_giá cổ_phần lần đầu ra_công_chúng ( IPO ) của Tổng_công_ty Thương_mại Hà_Nội,",191741,Sở,giao_dịch,chứng_khoán,Hà_Nội,HNX,thông_báo,đăng_ký,đại_lý,đấu_giá,đấu_giá,cổ_phần,đầu,ra_công_chúng,IPO,Tổng_công_ty,Thương_mại,Hà_Nội"
