dest,source 
"_Như_vậy,_chỉ_trong_hai_phiên_đầu_tuần,_Vn-Index_đã_mất_tổng_cộng_47,47_điểm,_hơn_mức_tăng_hàng_tuần_trước_đó._",trong_phiên_đầu_Vn-Index_number_điểm_mức_tăng_
_Thể_hiện_rõ_nhất_là_phiên_giao_dịch_cuối_tuần_khi_Vn-Index_và_HNX-Index_giảm_mạnh_bất_chấp_phiên_giao_dịch_trước_đó_khá_hứng_khởi._,là_phiên_giao_dịch_Vn-Index_và_giảm_phiên_giao_dịch_
"_Vì_vậy,_trong_phiên_giao_dịch_cuối_tuần_trước,_Vn-Index_rơi_về_gần_mức_này_đã_có_dấu_hiệu_bật_lên._",trong_phiên_giao_dịch_Vn-Index_mức_có_lên_
"_Tính_trên_2_tuần_sau_kỳ_nghỉ_lễ,_tương_ứng_10_phiên_giao_dịch,_VN-Index_cũng_có_7_phiên_tăng_và_5_phiên_giảm._",number_tư_number_phiên_giao_dịch_VN-Index_có_number_phiên_tăng_và_number_phiên_giảm_
"_Tuần_giao_dịch_từ_ngày_22/10_đến_ngày_26/10,_Vn-Index_có_trọn_5_phiên_giảm,_trong_đó_phiên_cuối_tuần_thị_trường_lao_dốc_không_phanh._",giao_dịch_number_number_number_number_Vn-Index_có_number_phiên_giảm_trong_phiên_trường_
"_Nổi_bật_là_lần_tăng_giá_xăng_vào_ngày_28/8,_Vn-Index_đã_tăng_liên_hai_phiên_giao_dịch_sau_đó_với_mức_tăng_gần_3%._",là_tăng_và_number_number_Vn-Index_tăng_phiên_giao_dịch_với_mức_tăng_number_%_
"_Vn-Index_có_phiên_giảm_thứ_4_liên_tiếp_vào_hôm_22/1,_khối_lượng_tăng_cho_thấy_áp_lực_bán_cao_hơn_phiên_trước_đó._",Vn-Index_có_phiên_giảm_number_và_number_number_tăng_phiên_
"_Mặc_dù_đà_tăng_trong_phiên_không_thực_sự_thuyết_phục,_nhưng_Vn-Index_vẫn_đóng_cửa_với_phiên_tăng_thứ_2_liên_tiếp_ngày_hôm_qua._",tăng_trong_phiên_Vn-Index_cửa_với_phiên_tăng_number_
"_Vn-Index_kết_thúc_tháng_5_bằng_tuần_giao_dịch_khởi_sắc_khi_có_tới_3_phiên_tăng,_trong_đó_có_lúc_tăng_tới_hơn_12_điểm._",Vn-Index_number_giao_dịch_có_number_phiên_tăng_trong_có_tăng_number_điểm_
"_Cộng_với_hai_phiên_tăng_mạnh_trước_đó,_VN-Index_đã_tăng_tổng_cộng_hơn_65_điểm_chỉ_sau_ba_phiên_giao_dịch._",với_phiên_tăng_VN-Index_tăng_number_điểm_phiên_giao_dịch_
"_Trong_4_phiên_gần_nhất,_VN-Index_giảm_ba_tăng_một_nhưng_biên_độ_những_phiên_giao_dịch_đều_lên_tới_hai_chữ_số._",number_phiên_VN-Index_giảm_tăng_phiên_giao_dịch_lên_
"_Với_mức_giảm_4,84%_của_VN-Index,_ngày_11/10_trở_thành_phiên_giảm_mạnh_thứ_hai_kể_từ_đầu_năm,_chỉ_sau_phiên_ngày_5/2_(giảm_5,1%)._NHÓM_927_",mức_giảm_number_%_của_VN-Index_number_number_phiên_giảm_đầu_phiên_number_number_giảm_number_%_NHÓM_number_
"_Dưới_hỗ_trợ_470-475,_Vn-Index_có_thể_sẽ_điều_chỉnh_về_hỗ_trợ_tiếp_theo_ở_440._",number_number_Vn-Index_có_number_
_Dưới_mức_này_Vn-Index_có_thể_tiếp_tục_giảm_về_hỗ_trợ_mạnh_hơn_470-475._,mức_Vn-Index_có_giảm_number_number_
"_Trong_ngắn_hạn,_xu_hướng_giảm_có_thể_đưa_Vn-Index_quay_về_hỗ_trợ_440._",giảm_có_Vn-Index_number_
"_Dưới_hỗ_trợ_nhỏ_470,_Vn-Index_có_thể_giảm_sâu_hơn_về_459._",number_Vn-Index_có_giảm_number_
"_Ngược_lại,_giảm_dưới_485,_Vn-Index_có_thể_quay_lại_hỗ_trợ_460._NHÓM_928_",giảm_number_Vn-Index_có_number_NHÓM_number_
"_Với_tình_hình_cổ_phiếu_liên_tục_rớt_giá_như_hiện_nay,_khả_năng_VN-Index_xuống_thấp_hơn_là_khó_tránh_khỏi._",cổ_phiếu_VN-Index_là_
"_Tuy_nhiên,_diễn_biến_giao_dịch_của_nhiều_cổ_phiếu_cho_thấy_khả_năng_VN-Index_tiếp_tục_tăng_là_không_cao._",giao_dịch_của_cổ_phiếu_VN-Index_tăng_là_
"_-_VN-Index_tăng_trưởng_phụ_thuộc_nhiều_thứ,_đôi_khi_chịu_ảnh_hưởng_mạnh_của_tâm_lý,_lên_xuống_không_theo_quy_luật._",VN-Index_tăng_của_lên_
"_Số_cổ_phiếu_tăng_và_giảm_giá_khá_cân_bằng,_phản_ánh_đúng_với_thực_tế_cân_bằng_của_chỉ_số_Vn-Index._",cổ_phiếu_tăng_và_giảm_với_của_Vn-Index_
"_Nhiều_nhà_đầu_tư_cho_biết,_Vn-Index_tiếp_tục_tăng_điểm_do_sức_mua_vẫn_còn_cao._",nhà_đầu_tư_Vn-Index_tăng_điểm_
_Liệu_ngày_mai_Vn-Index_có_tiếp_tục_đi_lên_vẫn_là_câu_hỏi_chưa_có_giải_đáp_chắc_chắn._,Vn-Index_có_lên_là_có_
"_Nhiều_khả_năng,_Vn-Index_sẽ_chỉ_tăng_trở_lại_khi_có_diễn_biến_tốt_từ_các_nguồn_trên._",Vn-Index_tăng_có_
"_Tuy_nhiên,_khi_cổ_phiếu_tại_các_thị_trường_lớn_tăng_điểm,_chưa_chắc_diễn_biến_của_Vn-Index_đã_khả_quan._",cổ_phiếu_trường_tăng_điểm_của_Vn-Index_
"_Do_chưa_có_""bệ_đỡ""_hậu_thuẫn,_Vn-Index_tăng_mạnh_cũng_sẽ_rớt_rất_nhanh._",có_Vn-Index_tăng_
"_Vn-Index_do_vậy_càng_có_thêm_nguyên_nhân_để_hôm_nay_đi_xuống_mạnh,_anh_cho_biết._",Vn-Index_có_
_Các_đỉnh_và_đáy_của_Vn-Index_cứ_thấp_dần_và_đây_không_phải_là_dấu_hiệu_tốt._,và_của_Vn-Index_và_là_
"_Rất_nhiều_cổ_phiếu_tăng_trần,_song_Vn-Index_không_tạo_được_bứt_phá,_do_sức_kéo_lại_của_một_vài_blue-chip._",cổ_phiếu_tăng_Vn-Index_của_và_
"_Vì_vậy,_thanh_khoản_thị_trường_sẽ_tiếp_tục_tăng_lên_cùng_với_biến_động_mạnh_của_Vn-Index._",trường_tăng_lên_với_của_Vn-Index_
"_Ngoài_ra,_Vn-Index_chỉ_đóng_cửa_dưới_hỗ_trợ_497-500_một_chút_cũng_là_yếu_tố_tích_cực_đáng_chú_ý._",Vn-Index_cửa_number_number_là_
_Nhiều_nhóm_phân_tích_cho_rằng_VN-Index_đang_giao_dịch_tương_đối_tích_cực_quanh_nền_tảng_giá_tạo_ra_trước_đó._NHÓM_929_,VN-Index_giao_dịch_tư_NHÓM_number_
"_Mở_cửa_phiên_giao_dịch_đầu_tiên_của_tháng_7,_Vn-Index_ngập_sắc_đỏ,_giảm_1,55_điểm_xuống_421,94_điểm._",cửa_phiên_giao_dịch_đầu_của_number_Vn-Index_giảm_number_điểm_number_điểm_
"_Mở_cửa_phiên_giao_dịch_đầu_tiên_của_tháng_7,_Vn-Index_ngập_sắc_đỏ,_giảm_1,55_điểm_xuống_421,94_điểm._",cửa_phiên_giao_dịch_đầu_của_number_Vn-Index_giảm_number_điểm_number_điểm_
"_Mở_cửa_phiên_giao_dịch_đầu_tiên_của_tháng_2,_Vn-Index_đã_giảm_mạnh_4,7_điểm,_xuống_còn_475_điểm._",cửa_phiên_giao_dịch_đầu_của_number_Vn-Index_giảm_number_điểm_number_điểm_
"_Đóng_cửa_phiên_giao_dịch_giữa_tuần,_Vn-Index_nhuộm_đỏ_nhưng_vẫn_duy_trì_trên_mốc_500_điểm._",cửa_phiên_giao_dịch_Vn-Index_number_điểm_
"_Đóng_cửa_phiên_ngày_18/4,_Vn-Index_quay_đầu_lao_dốc,_giảm_14,98_điểm,_xuống_còn_565,33_điểm._",cửa_phiên_number_number_Vn-Index_đầu_giảm_number_điểm_number_điểm_
_Phiên_giảm_điểm_hôm_nay_đánh_dấu_phiên_thứ_5_liên_tiếp_VN-Index_chìm_trong_sắc_đỏ._NHÓM_930_,giảm_điểm_phiên_number_VN-Index_trong_NHÓM_number_
"_STB,_VPL,_FPT_tách_khỏi_nhóm_blue-chip_tăng_điểm,_góp_phần_kéo_Vn-Index_lùi_gần_hơn_mốc_tham_chiếu._",tăng_điểm_Vn-Index_
_2_trụ_cột_là_BVH_và_MSN_giảm_sàn_về_cuối_phiên_kéo_Vn-Index_tụt_xa_khỏi_ngưỡng_340_điểm._,number_là_và_giảm_phiên_Vn-Index_number_điểm_
"_Hơn_một_nửa_số_mã_giảm_sàn_trong_phiên_chiều_khiến_Vn-Index_mất_hơn_10_điểm,_rơi_khỏi_mốc_470_điểm._",giảm_trong_phiên_Vn-Index_number_điểm_number_điểm_
"_Khép_phiên_sáng_với_hơn_150_mã_đi_xuống,_thiếu_lực_đỡ,_Vn-Index_bị_trừ_2,97_điểm,_lùi_về_462,28_điểm._",phiên_với_number_Vn-Index_number_điểm_number_điểm_
"_Thiếu_lực_đỡ_vì_cổ_phiếu_mất_giá_hàng_loạt_(hơn_150_mã_sa_sút),_cuối_ngày,_Vn-Index_giảm_4,78_điểm,_lùi_về_468,43_điểm._",cổ_phiếu_number_Vn-Index_giảm_number_điểm_number_điểm_
"_Đà_giảm_mạnh_nhất_diễn_ra_lúc_11h,_thời_điểm_này_Vn-Index_rớt_xuống_vùng_469_điểm_do_cổ_phiếu_rổ_VN30_mất_giá_hàng_loạt._NHÓM_931_",giảm_number_điểm_Vn-Index_number_điểm_cổ_phiếu_number_NHÓM_number_
"_Kết_quả_là_Vn-Index_tăng_điểm_một_cách_""an_toàn""._",là_Vn-Index_tăng_điểm_
_Có_thời_điểm_Vn-Index_tăng_hơn_3_điểm._,điểm_Vn-Index_tăng_number_điểm_
"_Hơn_20%_cẩn_trọng_hơn,_chọn_khả_năng_Vn-Index_chỉ_chạm_mốc_400_điểm._",number_%_Vn-Index_number_điểm_
_Vn-Index_cũng_chỉ_còn_tăng_được_hơn_2_điểm._,Vn-Index_tăng_number_điểm_
"_Khoảng_9h45,_Vn-Index_mới_chỉ_tăng_được_hơn_3_điểm._",number_number_Vn-Index_tăng_number_điểm_
"_Vn-Index_phục_hồi_dần,_có_lúc_chỉ_còn_giảm_khoảng_8_điểm._",Vn-Index_có_giảm_number_điểm_
_Vn-Index_có_lúc_đã_tăng_hơn_4_điểm._,Vn-Index_có_tăng_number_điểm_
_Có_thời_lúc_Vn-Index_tăng_thêm_tới_8-9_điểm._,Vn-Index_tăng_number_number_điểm_
"_Năm_2014,_Vn-Index_tăng_8%,_trong_khi_HNX-Index_tăng_hơn_22%._NHÓM_932_",number_Vn-Index_tăng_number_%_trong_tăng_number_%_NHÓM_number_
"_""Chỉ_trong_một_tuần_giao_dịch,_giá_trị_tài_sản_của_những_nhà_đầu_tư_đã_bị_sụt_giảm_tới_hơn_15%_nếu_đầu_tư_theo_Vn-Index._",trong_giao_dịch_của_nhà_đầu_tư_giảm_number_%_đầu_tư_Vn-Index_
_Sự_sụt_giảm_của_Vn-Index_đã_tác_động_mạnh_đến_giá_trị_tài_sản_ròng_(Net_Asset_Value_-_NAV)_của_các_quỹ_đầu_tư_đang_hoạt_động_tại_Việt_Nam._,giảm_của_Vn-Index_của_đầu_tư_
"_Vn-Index_đang_quay_đầu_đi_xuống,_khiến_giá_trị_của_danh_mục_đầu_tư_của_các_quỹ_cũng_giảm_theo._",Vn-Index_đầu_của_đầu_tư_của_giảm_
"_""Nguồn_vốn_từ_các_quỹ_ETF_và_quỹ_Equity_đổ_vào_mạnh_đã_làm_Vn-Index_tăng_gần_20%_trong_tháng_Giêng._",và_và_là_Vn-Index_tăng_number_%_trong_
"_Một_số_nhà_đầu_tư_chia_sẻ,_Vn-Index_tăng_mạnh_vào_năm_2010_một_phần_do_đội_đầu_cơ_hoạt_động_""bài_bản_và_có_tổ_chức_hơn""._",nhà_đầu_tư_Vn-Index_tăng_và_number_đầu_và_có_
"_Đồng_thời,_hoạt_động_chốt_NAV_cuối_năm_của_các_quỹ_đầu_tư_có_thể_khiến_VN-Index_biến_động_mạnh_tại_một_số_thời_điểm_nhất_định._NHÓM_933_",của_đầu_tư_có_VN-Index_điểm_NHÓM_number_
"_Đến_10h,_Vn-Index_chỉ_còn_tăng_5,66_điểm_và_tụt_xuống_dưới_mốc_450_điểm._",number_Vn-Index_tăng_number_điểm_và_number_điểm_
"_Cũng_tại_thời_điểm_này,_Vn-Index_giảm_gần_2,7_điểm,_xuống_425,39_điểm._",điểm_Vn-Index_giảm_number_điểm_number_điểm_
"_Gần_cuối_phiên,Vn-Index_đã_mất_tới_hơn_4_điểm,_tương_đương_1,05%._",phiên_Vn-Index_number_tư_đương_number_%_
"_Đến_gần_10h,_VN-Index_giảm_gần_7_điểm,_còn_HNX-Index_giảm_nhẹ._",number_VN-Index_giảm_number_điểm_giảm_
"_Tới_13h10,_Vn-Index_giảm_trên_19_điểm,_tương_đương_gần_3%_xuống_còn_657,51_điểm._",number_number_Vn-Index_giảm_number_điểm_tư_đương_number_%_number_điểm_
"_Tính_tới_9h30,_VN-Index_giảm_hơn_45_điểm,_tương_đương_gần_5%_về_dưới_ngưỡng_980_điểm._",number_number_VN-Index_giảm_number_điểm_tư_đương_number_%_number_điểm_
"_Đến_9h30,_VN-Index_giảm_hơn_27_điểm,_tương_đương_2,5%_còn_1.049,7_điểm._NHÓM_934_",number_number_VN-Index_giảm_number_điểm_tư_đương_number_%_number_number_điểm_NHÓM_number_
"_Kết_thúc_giao_dịch_ngày_6/2,_VN-Index_mất_hơn_2_điểm,_chốt_phiên_tại_399,73_điểm._",giao_dịch_number_number_VN-Index_number_điểm_phiên_number_điểm_
"_Vn-Index_giảm_sâu,_mất_tới_12,36_điểm,_chốt_ngày_giao_dịch_tại_431,_66_điểm._",Vn-Index_giảm_number_điểm_giao_dịch_number_number_điểm_
"_Vn-Index_chốt_phiên_sáng_nay_tại_485,75_điểm,_giảm_1,75_điểm._",Vn-Index_phiên_number_điểm_giảm_number_điểm_
"_Đóng_cửa_ngày_14/1,_Vn-Index_mất_3,72_điểm_và_chốt_tại_458,97_điểm._",cửa_number_number_Vn-Index_number_điểm_và_number_điểm_
"_Đóng_cửa_phiên_ngày_22/10,_Vn-Index_giảm_một_điểm,_chốt_tại_500,57_điểm._",cửa_phiên_number_number_Vn-Index_giảm_điểm_number_điểm_
"_Đóng_cửa_phiên_giao_dịch_ngày_17/2,_Vn-Index_giảm_2,02_điểm,_chốt_tại_570,2_điểm._",cửa_phiên_giao_dịch_number_number_Vn-Index_giảm_number_điểm_number_điểm_
"_Kết_thúc_phiên_sáng,_Vn-Index_mất_24,61_điểm,_tạm_thời_chốt_tại_517,85_điểm._",phiên_Vn-Index_number_điểm_number_điểm_
"_Đóng_cửa_phiên_giao_dịch_ngày_6/5,_Vn-Index_giảm_9,74_điểm,_chốt_tại_555,11_điểm._",cửa_phiên_giao_dịch_number_number_Vn-Index_giảm_number_điểm_number_điểm_
"_Kết_thúc_phiên_giao_dịch_ngày_28/5,_Vn-Index_tích_lũy_thêm_4,59_điểm,_chốt_tại_557,34_điểm._",phiên_giao_dịch_number_number_Vn-Index_number_điểm_number_điểm_
"_Chốt_phiên_ngày_26/5,_Vn-Index_tăng_2,57_điểm,_chốt_tại_544,06._",phiên_number_number_Vn-Index_tăng_number_điểm_number_
"_Chốt_phiên_giao_dịch_ngày_7/12,_VN-Index_tiếp_tục_giảm_gần_9_điểm._NHÓM_935_",phiên_giao_dịch_number_number_VN-Index_giảm_number_điểm_NHÓM_number_
_Vn-Index_vượt_lên_trên_kháng_cự_520_điểm_là_một_dấu_hiệu_tích_cực._,Vn-Index_lên_number_điểm_là_
_Vn-Index_ghi_nhận_phản_ứng_bật_lên_đầu_tiên_gần_khu_vực_hỗ_trợ_440_điểm._NHÓM_936_,Vn-Index_lên_đầu_number_điểm_NHÓM_number_
"_Vn-Index_trong_phiên_5/12_vừa_phá_đáy_300_điểm,_rơi_xuống_mức_299,68_điểm._",Vn-Index_trong_phiên_number_number_number_điểm_mức_number_điểm_
"_Thị_trường_tạo_lập_đỉnh_của_phiên_sáng_lúc_10h22,_Vn-Index_lúc_này_vượt_mốc_388,44_điểm._",trường_của_phiên_number_number_Vn-Index_number_điểm_
"_Từ_10h45,_Vn-Index_rơi_khỏi_mốc_400_điểm,_trụ_lại_ở_mốc_398_điểm._",number_number_Vn-Index_number_điểm_number_điểm_
"_Trong_phiên_thị_trường_giằng_co,_có_lúc_Vn-Index_lùi_sâu_về_vùng_594_điểm._",phiên_trường_có_Vn-Index_number_điểm_
"_Trong_phiên,_có_thời_điểm_Vn-Index_rơi_24_điểm,_đưa_Vn-Index_về_mốc_519_điểm._",phiên_có_điểm_Vn-Index_number_điểm_Vn-Index_number_điểm_
"_Trong_phiên_có_thời_điểm_Vn-Index_rơi_24_điểm,_tức_Vn-Index_về_mốc_519_điểm._NHÓM_937_",phiên_có_điểm_Vn-Index_number_điểm_Vn-Index_number_điểm_NHÓM_number_
"_Kết_thúc_đợt_khớp_lệnh_liên_tục,_Vn-Index_chỉ_còn_889,53_điểm,_giảm_0,37%._",đợt_khớp_lệnh_Vn-Index_number_điểm_giảm_number_%_
"_Trong_đợt_khớp_lệnh_đầu_tiên,_Vn-Index_mất_0,62_điểm,_còn_432,27_điểm._",đợt_khớp_lệnh_đầu_Vn-Index_number_điểm_number_điểm_
"_Khớp_lệnh_đợt_1_xác_định_giá_mở_cửa,_Vn-Index_mất_9,21_điểm_(2,37%),_còn_378,74_điểm._",lệnh_đợt_number_cửa_Vn-Index_number_điểm_number_%_number_điểm_
"_Khớp_lệnh_đợt_một_xác_định_giá_mở_cửa_Vn-Index_giảm_0,76_điểm_(0,2%),_còn_376,13_điểm._",lệnh_đợt_cửa_Vn-Index_giảm_number_điểm_number_%_number_điểm_
"_Khớp_lệnh_xác_định_giá_mở_cửa,_Vn-Index_giảm_0,25_điểm_(0,07%),_còn_379,02_điểm._",lệnh_cửa_Vn-Index_giảm_number_điểm_number_%_number_điểm_
"_Khớp_lệnh_định_kỳ_xác_định_giá_mở_cửa,_Vn-Index_giảm_3,56_điểm_(0,73%)_về_484,04_điểm._",lệnh_cửa_Vn-Index_giảm_number_điểm_number_%_number_điểm_
"_Phiên_sáng,_khớp_lệnh_đợt_một_xác_định_giá_mở_cửa,_VN-Index_giảm_0,95_điểm_(0,19%)_còn_490,9_điểm._",khớp_lệnh_đợt_cửa_VN-Index_giảm_number_điểm_number_%_number_điểm_
"_Sau_phiên_khớp_lệnh_xác_định_giá_mở_cửa_(ATO),_VN-Index_giảm_nhẹ_hơn_6_điểm._NHÓM_938_",phiên_khớp_lệnh_cửa_VN-Index_giảm_number_điểm_NHÓM_number_
_VN-Index_khó_giảm_trở_lại._NHÓM_939_,VN-Index_giảm_NHÓM_number_
"_Trái_lại,_một_khi_Vn-Index_xác_lập_xu_hướng_lên,_khả_năng_chứng_khoán_""dàn_hàng_ngang""_tiến_bước_là_rất_cao._",Vn-Index_lên_là_
_Vn-Index_cách_đáy_cũ_đúng_một_phiên_giảm_và_mô_hình_vai_đầu_vai_đang_hình_thành._,Vn-Index_phiên_giảm_và_đầu_
"_Theo_phân_tích_kỹ_thuật,_Vn-Index_đã_phá_vỡ_mô_hình_2_đỉnh,_xu_hướng_tăng_điểm_được_hình_thành_rõ_ràng_hơn._",Vn-Index_number_tăng_điểm_
"_Tuần_từ_22_đến_26/2,_vận_động_của_Vn-Index_được_giới_hạn_bởi_kênh_xu_thế_tăng_ngắn_hạn_tại_493-510._",number_number_number_của_Vn-Index_tăng_number_number_
_Hiện_Vn-Index_chịu_tác_động_của_hai_mô_hình_trái_chiều_là_mô_hình_hai_đỉnh_và_mô_hình_hai_đáy_nhỏ._,Vn-Index_của_là_và_
"_Tuy_nhiên,_ở_chiều_ngược_lại,_nếu_vượt_405,_Vn-Index_sẽ_hình_thành_cơ_hội_tốt_với_các_chiến_lược_ngắn_hạn._",number_Vn-Index_với_
"_Vượt_480,_Vn-Index_sẽ_hình_thành_mô_hình_Double_Bottom_nhỏ_và_có_thể_quay_lại_đỉnh_498._",number_Vn-Index_và_có_number_
"_Trên_480,_Vn-Index_sẽ_hình_thành_mô_hình_Double_Bottom_nhỏ_và_có_thể_tiếp_tục_quay_về_đỉnh_trung_hạn_ở_498._NHÓM_940_",number_Vn-Index_và_có_number_NHÓM_number_
"_Sang_phiên_giao_dịch_chiều,_Vn-Index_tiếp_tục_giảm_điểm._",phiên_giao_dịch_Vn-Index_giảm_điểm_
"_Sang_phiên_giao_dịch_chiều,_Vn-Index_vẫn_tiếp_tục_đỏ_sàn._",phiên_giao_dịch_Vn-Index_
"_Sang_phiên_giao_dịch_chiều,_Vn-Index_lại_tiếp_tục_xu_thế_giảm_điểm._",phiên_giao_dịch_Vn-Index_giảm_điểm_
"_Sang_phiên_giao_dịch_chiều,_Vn-Index_tiếp_tục_giảm_sâu._",phiên_giao_Vn-Index_
"_Chiều_nay,_Vn-Index_tiếp_tục_thăng_hoa._NHÓM_941_",Vn-Index_NHÓM_number_
"_Vn-Index_tăng_hơn_13_điểm,_lấy_lại_gần_hết_số_điểm_đã_mất_ngày_hôm_qua_với_thanh_khoản_tốt,_hơn_64_triệu_cổ_phiếu._",Vn-Index_tăng_number_điểm_điểm_với_number_triệu_cổ_phiếu_
"_Tại_sàn_TP_HCM,_Vn-Index_tuy_chỉ_tăng_0,69_điểm,_lên_511,85_điểm_nhưng_thanh_khoản_thị_trường_được_cải_thiện_lên_gần_5,3_triệu_chứng_khoán,_tương_đương_163,49_tỷ_đồng._",Vn-Index_tăng_number_điểm_lên_number_điểm_trường_lên_number_triệu_tư_đương_number_tỷ_đồng_
"_Vn-Index_đảo_chiều_26/2_giảm_mạnh_18,64_điểm_xuống_465,05_điểm,_thanh_khoản_đạt_90_triệu_cổ_phiếu,_tăng_gần_gấp_đôi_so_với_khối_lượng_giao_dịch_phiên_trước._",Vn-Index_number_number_giảm_number_điểm_number_điểm_number_triệu_cổ_phiếu_tăng_với_giao_dịch_phiên_
"_Đóng_cửa_với_126_mã_đi_lên,_Vn-Index_tăng_3,78_điểm,_lên_513,9_điểm,_thanh_khoản_lên_cao_giúp_HOSE_chuyển_nhượng_hơn_70,2_triệu_cổ_phiếu,_tương_đương_1.082,55_tỷ_đồng._",cửa_với_number_lên_Vn-Index_tăng_number_điểm_lên_number_điểm_lên_number_triệu_cổ_phiếu_tư_đương_number_number_tỷ_đồng_
"_Chốt_phiên_giao_dịch_cuối_tuần,_Vn-Index_tăng_6,64_điểm,_lên_560,19_điểm,_thanh_khoản_duy_trì_ở_mức_cao_với_hơn_88_triệu_cổ_phiếu_đổi_chủ,_đạt_1.573,48_tỷ_đồng._",phiên_giao_dịch_Vn-Index_tăng_number_điểm_lên_number_điểm_mức_với_number_triệu_cổ_phiếu_number_number_tỷ_đồng_
"_Đóng_cửa_với_113_mã_đi_lên,_Vn-Index_tăng_6,86_điểm,_dừng_ở_533,54_điểm,_thanh_khoản_tăng_mạnh_với_hơn_97,7_triệu_cổ_phiếu_đổi_chủ,_đạt_1.757,75_tỷ_đồng._",cửa_với_number_lên_Vn-Index_tăng_number_điểm_number_điểm_tăng_với_number_triệu_cổ_phiếu_number_number_tỷ_đồng_
"_Đóng_cửa_với_212_mã_tăng_giá,_Vn-Index_nới_biên_độ_thêm_3%_so_với_phiên_hôm_qua,_ghi_được_15,91_điểm,_vươn_lên_545,89_điểm,_khớp_124_triệu_cổ_phiếu,_đạt_2.057,45_tỷ_đồng._NHÓM_942_",cửa_với_number_tăng_Vn-Index_number_%_với_phiên_number_điểm_lên_number_điểm_khớp_number_triệu_cổ_phiếu_number_number_tỷ_đồng_NHÓM_number_
_Chính_điều_này_đã_chi_phối_sự_mất_điểm_của_VN-Index._,điểm_của_VN-Index_
_Hầu_hết_họ_đều_trông_đợi_chỉ_số_VN-Index_sớm_hồi_phục._,VN-Index_
_Chính_điều_này_đã_khiến_VN-Index_tiếp_tục_tăng_nhẹ._,VN-Index_tăng_
"_Chính_vì_vậy,_Vn-Index_vẫn_tiếp_tục_giảm._",Vn-Index_giảm_
_Điều_này_có_thể_giúp_Vn-Index_tăng_điểm_trong_ngắn_hạn._,có_Vn-Index_tăng_điểm_trong_
_Blue-chip_sẽ_giúp_VN-Index_tiếp_tục_đi_lên._,VN-Index_lên_
_Điều_này_khiến_cơ_hội_bật_lại_của_Vn-Index_giảm_đi._,của_Vn-Index_giảm_
_Chính_diễn_biến_này_đã_đẩy_Vn-Index_tiếp_tục_đi_xuống._,Vn-Index_
_Nỗ_lực_ghi_điểm_của_Vn-Index_nhanh_chóng_bị_đè_bẹp._,điểm_của_Vn-Index_
_Cung_cầu_đua_tranh_khiến_điểm_số_Vn-Index_chao_đảo_theo._,điểm_Vn-Index_
"_Ngay_""màn_khởi_động""_Vn-Index_đã_gặp_khó._",Vn-Index_
_Điều_này_có_thể_giúp_Vn-Index_hồi_phục_trong_tuần_này._NHÓM_943_,có_Vn-Index_trong_NHÓM_number_
"_Chốt_phiên_sáng,_Vn-Index_giảm_1,49_điểm,_lùi_về_396,22_điểm,_mua_bán_24,4_triệu_chứng_khoán,_tương_đương_346_tỷ_đồng._",phiên_Vn-Index_giảm_number_điểm_number_điểm_number_triệu_tư_đương_number_tỷ_đồng_
"_Kết_phiên_sáng,_Vn-Index_giảm_0,61_điểm,_xuống_377,21_điểm,_mua_bán_12,9_triệu_cổ_phiếu,_tương_đương_197_tỷ_đồng._",phiên_Vn-Index_giảm_number_điểm_number_điểm_number_triệu_cổ_phiếu_tư_đương_number_tỷ_đồng_
"_Khép_phiên_sáng,_Vn-Index_giảm_4,16_điểm,_xuống_475,86_điểm,_mua_bán_43,1_triệu_cổ_phiếu,_tương_đương_1063_tỷ_đồng._",phiên_Vn-Index_number_number_number_tư_đương_number_
"_Kết_phiên_sáng,_Vn-Index_giảm_6,04_điểm,_xuống_482,89_điểm,_mua_bán_29,4_triệu_cổ_phiếu,_tương_đương_447_tỷ_đồng._",phiên_Vn-Index_number_number_number_tư_đương_number_
"_Khép_phiên_chiều,_Vn-Index_giảm_5,08_điểm,_xuống_483,85_điểm,_sang_tay_46,53_triệu_chứng_chứng_khoán,_trị_giá_772,31_tỷ_đồng._",phiên_Vn-Index_number_number_number_number_
"_Kết_phiên_sáng,_Vn-Index_giảm_1,04_điểm,_xuống_483,39_điểm,_mua_bán_22,4_triệu_cổ_phiếu,_trị_giá_438,87_tỷ_đồng._",phiên_Vn-Index_giảm_number_điểm_number_điểm_number_triệu_cổ_phiếu_number_tỷ_đồng_
"_Kết_phiên_sáng,_Vn-Index_giảm_11,6_điểm,_lùi_về_473,97_điểm,_giao_dịch_39,84_triệu_cổ_phiếu,_tương_đương_720,92_tỷ_đồng._",phiên_Vn-Index_giảm_number_điểm_number_điểm_giao_dịch_number_triệu_cổ_phiếu_tư_đương_number_tỷ_đồng_
"_Kết_phiên_sáng,_Vn-Index_giảm_0,06_điểm,_xuống_477,51_điểm,_giao_dịch_20,1_triệu_cổ_phiếu,_tương_đương_500,26_tỷ_đồng._",phiên_Vn-Index_giảm_number_điểm_number_điểm_giao_dịch_number_triệu_cổ_phiếu_tư_đương_number_tỷ_đồng_
